Tweet ID,Relevance,Sentiment,Satire,Hate,Direction,Targets,Hope Speech
1589884410358534144,1,1,0,0,,,1
1589883697993461760,1,0,0,0,,,0
1589881482063273984,1,0,0,0,,,0
1589879354120896512,1,0,0,0,,,0
1589879104224251905,1,1,0,0,,,0
1589878260405768192,1,0,1,0,,,0
1589871102377209857,1,1,0,0,,,0
1589862681741504512,1,2,0,0,,,0
1589857651810521088,1,0,0,0,,,0
1589852649121538051,1,2,0,0,,,0
1589851160537878528,1,2,0,0,,,0
1589849463530852355,1,0,0,0,,,0
1589845574723194880,1,2,1,1,0,,0
1589843408402927617,1,0,0,0,,,0
1589842671044263936,1,1,0,0,,,1
1589840398838820865,1,2,0,0,,,0
1589838767468466176,1,2,0,0,,,0
1589836765485240322,1,2,0,0,,,0
1589833241028333568,1,2,0,1,1,1,1
1589828060014338048,1,0,0,0,,,0
1589826813085503488,1,2,1,1,1,3,0
1589824742399569922,1,1,0,0,,,1
1589824454263459841,1,2,0,0,,,1
1589824243994603520,1,0,0,0,,,0
1589823729592578048,1,2,0,0,,,0
1589821757309214720,1,0,0,0,,,0
1589819303628791809,1,1,0,0,,,1
1589818793723056130,1,1,1,0,,,1
1589817870862913538,1,0,0,0,,,0
1589817667913150465,1,0,0,0,,,0
1589817038377484288,1,0,0,0,,,0
1589815519599001601,1,0,0,0,,,0
1589815270277021696,1,0,0,0,,,1
1589812404007079937,1,0,0,0,,,0
1589811360829157378,1,0,0,0,,,0
1589808514083721216,1,0,1,0,,,0
1589805247475888131,1,1,0,0,,,0
1589801600646000640,1,0,0,0,,,1
1589799283112673280,1,0,0,0,,,0
1589791043394109440,1,2,1,1,1,1,0
1589787240200540160,1,2,0,1,1,2,0
1589786240702111744,1,2,0,0,,,0
1589786007523631109,1,0,0,0,,,0
1589784039883673600,1,0,0,0,,,0
1589780049863278593,1,1,0,0,,,1
1589779512216408065,1,2,0,0,,,0
1589779420415655936,1,0,0,0,,,0
1589777042803167234,1,0,0,0,,,0
1589773780599312384,1,2,0,1,1,3,0
1589772440124940289,1,0,0,0,,,0
1589768542429511680,1,2,0,1,0,,0
1589763834876940288,1,0,0,0,,,0
1589763070955761664,1,1,0,0,,,1
1589761262984261632,1,0,0,0,,,0
1589756922823311360,1,2,1,1,1,1,0
1589756124324298753,1,2,1,1,0,,0
1589753232032927744,1,0,0,0,,,0
1589733582813401089,1,2,1,1,0,,0
1589719005409185792,1,0,0,0,,,0
1589695887743537153,1,0,0,0,,,0
1589687387202158592,1,2,0,1,0,,0
1589687206213738497,1,2,0,0,,,0
1589678188011323393,1,2,0,1,1,3,0
1589677035513077760,1,2,1,1,1,1,0
1589671675440041985,1,2,0,1,1,3,0
1589670290648596480,1,0,0,0,,,0
1589668997154639872,1,0,0,0,,,1
1589660835852713987,1,0,0,0,,,0
1589659983255568384,1,0,0,0,,,0
1589659242486956038,1,1,0,0,,,1
1589658242531356672,1,2,0,0,,,0
1589656244423647232,1,0,0,0,,,0
1589655446297935872,1,0,0,0,,,1
1589653982376767488,1,0,0,0,,,0
1589652672927666176,1,0,1,0,,,1
1589651855638159361,1,1,0,0,,,0
1589651668895162368,1,1,0,0,,,1
1589649731483209729,1,1,0,0,,,1
1589649681373884416,1,2,1,1,1,1,0
1589646913498124290,1,1,0,0,,,1
1589646305420533761,1,0,0,0,,,0
1589644444793737217,1,0,0,0,,,0
1589640433633996802,1,2,0,0,,,0
1589640378688634880,0,,,,,,
1589635991882862594,1,1,0,0,,,0
1589635166154395648,0,,,,,,
1589633289828331521,1,0,0,0,,,0
1589631597481197568,1,0,1,0,,,0
1589631281595584512,1,0,0,0,,,0
1589631144446038016,1,0,1,0,,,0
1589630164509810688,1,0,0,0,,,0
1589629402232795137,1,0,0,0,,,0
1589625147014934532,1,2,0,0,,,0
1589624977397264384,1,0,1,0,,,0
1589624908304510976,1,2,0,1,1,1,0
1589624628796088322,1,0,1,0,,,0
1589624566477119488,1,1,0,0,,,1
1589624439419043842,1,0,0,0,,,0
1589624143246303233,1,2,0,1,1,1,0
1589622999459983360,1,0,0,0,,,0
1589622833533325312,1,0,0,0,,,0
1589620027200012289,1,0,0,0,,,1
1589617014909566977,1,0,0,0,,,0
1589615129683189761,1,0,0,0,,,0
1589614397194133505,1,2,0,1,1,1,0
1589612988478394373,1,0,1,0,,,0
1589611561907519488,1,0,1,0,,,0
1589611407171260418,1,0,0,0,,,1
1589611321687150598,1,0,0,0,,,1
1589610749269512192,1,0,1,0,,,0
1589608364296011776,1,2,1,0,,,1
1589608010732941312,0,,,,,,
1589606740924174338,1,0,1,0,,,0
1589604518391869440,1,2,0,1,1,1,0
1589603943185010688,1,2,1,1,1,3,0
1589602455939317761,1,0,0,0,,,0
1589597958114537473,1,0,0,1,1,1,0
1589596680441466883,1,2,0,0,,,0
1589596530113409025,0,,,,,,
1589595867308511232,1,2,0,1,1,1,0
1589595650353922049,1,2,0,1,1,1,0
1589593919473713154,1,2,0,1,1,1,0
1589593436025671680,1,2,1,1,1,3,0
1589593033464770563,1,0,0,0,,,0
1589592119429451777,0,,,,,,
1589591954534600705,1,0,1,0,,,1
1589590253190680578,1,0,1,0,,,0
1589588140775591936,1,0,0,0,,,0
1589588076439142401,0,,,,,,
1589583560872456193,1,0,0,0,,,0
1589580843869429761,0,,,,,,
1589578770318778369,1,0,0,0,,,0
1589578538377973761,1,2,0,1,0,,0
1589572501327450112,1,0,0,0,,,0
1589571622675308544,0,,,,,,
1589570883701846016,1,1,1,0,,,1
1589569061390028800,1,2,0,0,,,0
1589568172352753665,1,2,0,0,,,0
1589566388959842304,1,1,0,0,,,0
1589564934777888769,1,0,0,0,,,0
1589559256835297283,0,,,,,,
1589558064558272513,0,,,,,,
1589555462852456449,1,1,0,0,,,1
1589554712504078336,0,,,,,,
1589551945442029574,1,1,0,0,,,0
1589550379943223298,1,0,0,0,,,0
1589547419955769347,1,0,0,0,,,0
1589542122923098112,1,0,1,0,,,0
1589541168949637120,1,0,0,1,1,1,0
1589528271330619394,0,,,,,,
1589521319171092483,1,0,1,0,,,0
1589514382345895936,1,0,1,0,,,0
1589513973329977345,1,0,0,0,,,0
1589512283491008512,1,2,0,1,0,,0
1589510283676246016,0,,,,,,
1589504007974031360,1,0,0,0,,,0
1589499436463718403,1,0,1,0,,,0
1589499357686296577,1,0,0,0,,,0
1589497269367504897,1,1,0,0,,,0
1589491482079408128,1,0,1,0,,,0
1589488961596297216,1,0,0,0,,,0
1589487509998043136,1,1,0,0,,,0
1589483511261859849,1,1,0,0,,,1
1589482155767627776,1,0,0,0,,,0
1589479581144461313,1,0,1,0,,,1
1589479439402168320,1,0,1,0,,,0
1589477786498240513,1,0,1,0,,,0
1589474281976926208,1,1,0,0,,,0
1589473760859811842,1,0,1,0,,,0
1589464510406230017,1,1,0,0,,,0
1589461658707329024,1,0,1,0,,,1
1589459322568081408,0,,,,,,
1589452601338519553,1,2,1,1,0,,0
1589449832703627265,1,1,0,0,,,0
1589448431596367874,1,2,1,0,,,0
1589446404816375809,1,1,1,0,,,1
1589442536233652224,1,0,1,0,,,0
1589442383976222723,1,2,1,1,0,,0
1589438632800419840,1,0,0,0,,,0
1589434618176241666,1,0,0,0,,,0
1589434398252109826,1,1,0,0,,,0
1589434321953509376,1,2,0,0,,,0
1589433358068912128,1,1,0,0,,,0
1589432487666909186,1,0,0,0,,,0
1589431320606019585,1,1,0,0,,,0
1589431051029721089,1,1,0,0,,,0
1589428903428624384,1,2,1,0,,,0
1589425899728162817,1,1,0,0,,,1
1589421401651679232,0,,,,,,
1589332953532108800,1,1,0,0,,,1
1589302671911313408,1,0,0,0,,,0
1589301997093916672,1,0,0,0,,,0
1589301931654381569,1,0,0,0,,,0
1589292833672163328,1,1,0,0,,,1
1589292506998804481,1,1,0,0,,,0
1589286839747497985,1,2,0,1,0,,0
1589283587198976000,1,1,0,0,,,0
1589282109138833408,1,1,0,0,,,0
1589278013522587649,1,1,0,0,,,0
1589276305207726081,1,2,1,1,0,,0
1589269322673029126,1,1,0,0,,,1
1589264489811439616,1,0,1,0,,,0
1589263886494347264,1,2,0,1,1,1,0
1589261595322220546,1,0,0,0,,,0
1589258479197630464,1,0,0,0,,,0
1589257540399165441,1,1,0,0,,,0
1589255434233581568,1,2,0,1,1,3,0
1589253149881405441,1,0,0,0,,,0
1589253131992371201,1,2,0,1,1,1,0
1589251769229795328,1,1,0,0,,,0
1589250266888818688,1,1,0,0,,,0
1589249111362265090,1,2,0,1,1,3,0
1589248883477315587,1,2,1,0,,,0
1589246828356468737,1,0,0,0,,,0
1589245678806790145,1,0,1,0,,,0
1589245075292590086,1,1,1,0,,,0
1589244579261583361,1,0,0,0,,,0
1589244386248122368,1,2,1,1,1,1,0
1589243438079565826,1,0,0,0,,,0
1589240006576865281,1,0,0,0,,,0
1589234908203212801,1,1,0,0,,,0
1589233276203343873,1,0,0,0,,,0
1589233254917607429,1,1,0,0,,,1
1589232068558749698,0,,,,,,
1589228105105014788,1,0,0,0,,,0
1589227879464075264,1,0,0,0,,,0
1589227497945976833,1,0,0,0,,,0
1589226724751204352,1,0,0,0,,,0
1589222494766264320,1,1,0,0,,,0
1589220943586811904,1,0,0,0,,,0
1589197445262901249,1,0,0,0,,,0
1589188269337894912,1,2,0,0,,,0
1589187661633179648,1,0,1,0,,,0
1589182745225199618,1,2,0,0,,,0
1589170014535700481,1,2,0,1,1,1,0
1589168874301579267,1,2,0,0,,,0
1589168763798421504,1,2,0,0,,,0
1589161253754507267,1,2,0,1,0,,0
1589135783671508994,1,0,1,0,,,0
1589135303205588993,1,1,0,0,,,0
1589131028589064192,1,2,1,1,1,1,0
1589126770225475589,1,0,1,0,,,0
1589126104753004544,1,0,0,0,,,0
1589109425666945025,1,2,1,0,,,0
1589104916240674818,1,2,1,1,1,1,0
1589104519761141762,1,2,1,0,,,0
1589103039591649280,1,0,0,0,,,0
1589098617159450631,1,2,0,1,1,1,0
1589096944160641025,1,2,0,1,1,1,0
1589095681402482688,1,0,1,0,,,0
1589094357445259265,1,1,0,0,,,1
1589084056532418561,1,0,0,0,,,0
1589082875793936384,1,2,0,1,1,1,0
1589078604822220801,1,2,1,1,0,,0
1589077729332588544,1,2,0,0,,,0
1589077316160065536,0,,,,,,
1589077097959813122,1,0,0,0,,,0
1589068180278112257,1,0,0,0,,,0
1589062943484030977,1,0,0,0,,,0
1589058484401713152,1,1,0,0,,,0
1589055121857859586,1,0,0,0,,,1
1589054977238269952,1,2,0,0,,,0
1589053911272681472,1,2,0,1,0,,0
1589050998269825025,1,1,0,0,,,0
1589042241846538240,1,2,0,1,1,1,0
1588994440882192384,1,0,0,0,,,0
1588984258713899008,1,2,0,0,,,0
1588982265169989632,1,2,0,0,,,0
1588967361667039232,1,0,0,0,,,0
1588966694747508736,1,0,1,0,,,0
1588964995970502657,1,2,1,1,0,,0
1588964035252273153,1,0,0,0,,,0
1588962000000147456,1,1,0,0,,,0
1588935031908896769,0,,,,,,
1588927277248937985,1,0,0,0,,,0
1588925091651670021,1,2,0,1,1,1,0
1588924422798598145,0,,,,,,
1588922720431276035,1,0,1,0,,,0
1588918528912293893,1,0,0,0,,,0
1588916809734184960,1,1,1,0,,,0
1588914459619524609,1,2,0,0,,,0
1588907396432539648,1,1,0,0,,,1
1588906749666668547,1,0,0,0,,,0
1588905860352585729,1,0,0,0,,,0
1588902964743503878,1,0,0,0,,,1
1588901175910600707,1,2,0,0,,,0
1588897318421823488,1,2,0,0,,,0
1588893388224729088,1,1,0,0,,,0
1588887163768565761,1,2,0,1,1,3,0
1588886283036033024,1,0,0,0,,,0
1588885694180913152,1,2,0,1,1,1,0
1588883860120797185,1,1,0,0,,,0
1588880168483192833,1,0,0,0,,,0
1588867407472656387,1,0,0,0,,,0
1588866837819056129,1,0,0,0,,,0
1588866155661623296,1,2,0,0,,,0
1588863034969423873,1,2,0,1,1,1,0
1588861711595212803,1,0,0,0,,,0
1588843546261749761,1,0,1,0,,,0
1588832565213171712,1,0,0,0,,,0
1588822141474344960,1,0,0,0,,,0
1588818633517854720,1,1,1,0,,,0
1588816467445059584,1,2,0,1,1,3,0
1588812147265765376,1,2,0,1,1,1,0
1588810111065395205,1,1,0,0,,,0
1588809736736342016,1,1,0,0,,,0
1588805112260329472,1,0,1,0,,,0
1588801033404575744,1,0,0,0,,,0
1588794349609168903,1,0,0,0,,,0
1588788959878189057,1,0,0,0,,,0
1588787327065022464,1,0,0,0,,,0
1588787191827730432,1,2,1,1,0,,0
1588783580544897025,1,2,1,0,,,0
1588783080118308865,1,2,0,1,1,1,0
1588780886191144960,0,,,,,,
1588779821618049024,1,2,0,0,,,0
1588776311283421184,1,2,1,0,,,0
1588768234110849027,1,0,0,0,,,0
1588745635750383617,1,2,0,0,,,0
1588745133268561921,1,0,0,0,,,0
1588741088759918592,1,0,0,0,,,0
1588739795920224257,1,2,0,0,,,0
1588737665067003905,1,0,1,0,,,0
1588723997986127873,1,0,1,0,,,0
1588721663969198080,1,0,0,0,,,0
1588719394813018112,1,2,0,1,0,,0
1588719171889946625,1,1,0,0,,,0
1588714309592702976,1,0,0,0,,,0
1588710715208388608,1,0,0,0,,,0
1588706470371426305,1,0,0,0,,,0
1588704599435014146,1,0,0,0,,,0
1588703845068460033,1,0,1,0,,,0
1588702937748209664,1,0,0,0,,,0
1588698141309964291,1,2,0,0,,,1
1588697163043069952,1,2,0,0,,,0
1588695254135615494,0,,,,,,
1588694531813543937,1,2,0,1,1,1,0
1588685584390049792,1,2,0,1,1,1,0
1588680789323309056,1,2,0,0,,,0
1588655292904280064,1,0,1,0,,,0
1588654339366694913,1,2,0,0,,,0
1588618449571414021,1,2,0,1,1,1,0
1588597684226887682,1,0,0,0,,,0
1588585562923237376,1,0,0,0,,,0
1588573806293286913,1,1,0,0,,,1
1588568245229223936,1,0,0,0,,,0
1588567991066583040,1,0,1,0,,,0
1588564994480050176,1,0,1,0,,,0
1588563814118981634,1,0,0,0,,,1
1588563284864962560,1,2,1,0,,,0
1588563046376820736,1,1,1,0,,,1
1588560946636947456,1,0,0,0,,,0
1588555216684974080,1,1,0,0,,,0
1588554514508152832,1,2,1,1,0,,0
1588551258302222337,1,0,0,0,,,0
1588550822996344833,1,0,0,0,,,0
1588547951286439937,1,2,0,0,,,0
1588546816991465472,1,0,1,1,1,1,0
1588530804984262657,1,0,0,0,,,0
1588529405152088064,1,0,1,1,1,2,0
1588528244189724677,1,0,0,0,,,0
1588526959663149059,1,0,0,0,,,0
1588517999098572801,1,0,1,0,,,0
1588515047575519232,1,1,0,0,,,1
1588511209523122182,1,2,0,0,,,0
1588499476649762817,1,1,0,0,,,1
1588499197556592641,1,0,0,0,,,1
1588497725070639105,1,1,0,0,,,0
1588487700063334403,1,2,1,1,1,3,0
1588482644219613185,1,2,1,1,0,,0
1588481977615011840,1,0,0,0,,,0
1588481255557181445,1,0,1,0,,,0
1588481018557829120,1,0,0,0,,,0
1588479937756901378,1,0,0,0,,,0
1588464981770907648,1,0,0,0,,,0
1588462709632536576,1,2,1,1,0,,0
1588462250352078848,1,2,1,1,0,,0
1588456449579323394,1,2,0,1,0,,0
1588450225311875073,1,0,0,0,,,0
1588448715416928257,1,2,1,0,,,1
1588448644268949506,1,2,1,1,1,1,0
1588437849409720321,1,0,0,0,,,0
1588421873620070400,1,0,0,0,,,0
1588420761580371968,1,1,0,0,,,0
1588411395619815424,1,0,0,0,,,0
1588403647435931648,1,0,0,0,,,0
1588403264273682433,1,0,0,0,,,0
1588402618573160448,1,2,0,0,,,0
1588398241334571008,1,1,0,0,,,1
1588396361728200705,1,0,0,0,,,0
1588393092415356928,1,1,0,0,,,1
1588392313281458177,1,0,1,0,,,0
1588382958670397441,1,0,0,0,,,0
1588377741652480001,1,2,1,1,1,2,0
1588374720608489472,1,1,0,0,,,1
1588373129847787520,1,2,1,1,0,,0
1588366327156121601,1,0,0,0,,,0
1588359064433889280,1,2,0,1,0,,1
1588349538313465857,1,0,0,0,,,0
1588348955964080128,1,0,0,0,,,0
1588348727516835840,1,0,0,0,,,0
1588348298154287105,1,0,1,0,,,0
1588347424032296962,1,0,1,0,,,0
1588345608196136960,1,2,0,1,1,3,0
1588323770795962368,1,2,1,0,,,0
1588313317277257728,1,0,1,0,,,0
1588275256254681089,1,0,0,0,,,0
1588248255166828544,1,0,0,1,1,1,0
1588230752642404352,1,1,0,0,,,1
1588228021147746304,1,2,0,1,1,1,0
1588221184801660928,1,0,1,0,,,0
1588213170249895936,1,0,0,0,,,1
1588205768599281665,1,2,0,1,1,1,0
1588198050840780800,1,0,0,0,,,0
1588188715058286593,1,2,1,0,,,0
1588179849633738755,1,0,0,0,,,0
1588179566644060161,1,0,0,0,,,0
1588179410573996032,1,0,0,0,,,0
1588179103064420352,1,0,0,0,,,0
1588177915153645570,1,0,1,0,,,0
1588175824599285760,1,0,1,0,,,0
1588174161066987520,1,2,0,0,,,0
1588168780525379585,1,1,0,0,,,1
1588167212808146945,1,0,0,0,,,0
1588164845454884864,1,0,0,0,,,0
1588164805890027520,1,0,0,0,,,0
1588160681328934912,1,0,0,0,,,0
1588155821422424065,1,0,1,0,,,0
1588145668685602816,1,1,0,0,,,1
1588142674506194944,1,0,1,0,,,0
1588129350779486208,1,0,0,0,,,0
1588113055686459393,1,1,0,0,,,0
1588103720520359937,1,0,0,0,,,0
1588103105824149509,1,1,0,0,,,1
1588095125305012225,1,0,0,0,,,0
1588093171741126657,1,0,0,0,,,0
1588093093890646016,1,0,1,0,,,0
1588088343580987392,1,1,0,1,1,1,0
1588081102547132416,1,0,1,0,,,0
1588078568520962050,1,0,1,0,,,0
1588067759711457280,1,0,1,0,,,0
1588065765865160704,1,1,0,0,,,1
1588060204901359616,1,1,0,0,,,0
1588059840588324864,1,1,0,0,,,1
1588059249057607680,0,,,,,,
1588044704532164608,1,1,0,0,,,0
1588043859019194368,1,0,1,0,,,0
1588042720488345601,1,0,0,0,,,0
1588041382132092928,1,0,0,0,,,0
1588035546848563200,1,2,0,1,1,1,0
1588033247094935552,1,1,0,0,,,0
1588028837237252096,1,1,0,0,,,1
1588019947543879680,1,2,0,1,1,1,0
1588018954122952705,1,2,0,0,,,1
1588015936958767112,1,0,1,0,,,0
1588010209179566080,1,2,0,0,,,1
1588006918244945921,1,0,1,0,,,0
1588005314133196802,1,2,0,0,,,0
1587994028250828800,1,1,0,1,0,,0
1587992995827453953,1,2,0,0,,,0
1587992600774340609,1,1,0,1,0,,0
1587987176209321984,1,0,0,0,,,0
1587986245845516288,1,1,0,0,,,0
1587985643581603840,1,1,1,1,1,1,0
1587985564686749696,0,,,,,,
1587984070646325248,1,2,0,0,,,0
1587977225927741441,1,0,1,0,,,0
1587976925577850882,1,0,0,0,,,0
1587972769601310721,1,1,0,1,1,1,0
1587970663863980033,1,0,1,0,,,0
1587969663819911168,1,2,0,0,,,0
1587967646573940736,1,1,0,1,1,1,0
1587967423269199873,1,2,0,0,,,1
1587965652173627392,1,2,0,0,,,1
1587965327492538368,1,2,0,0,,,0
1587964976269926401,1,1,0,0,,,0
1587962911410229249,1,1,0,0,,,0
1587948269833195520,1,1,1,0,,,0
1587943232545382400,1,1,0,1,1,1,0
1587942255801036801,1,2,0,0,,,1
1587870050010034176,1,1,0,1,1,1,0
1587855865456910337,1,1,1,1,1,1,0
1587855314648707072,1,1,0,0,,,0
1587847354551783424,1,1,0,1,1,1,0
1587841685585002497,1,2,0,0,,,0
1587841502339911681,1,1,0,0,,,0
1587840435996987392,1,1,1,0,,,0
1587840393793908737,1,0,0,0,,,0
1587838285233422336,1,1,0,0,,,0
1587836821303857153,1,1,0,0,,,0
1587826992107655169,1,0,0,0,,,0
1587822484761763840,1,1,0,0,,,0
1587822427463208960,1,1,0,1,1,1,0
1587819947152928768,1,1,0,0,,,0
1587817979231731714,1,1,1,0,,,0
1587815448309280770,1,1,1,0,,,0
1587811270077681664,1,0,0,0,,,0
1587811234857963520,1,1,1,0,,,0
1587810233597894657,1,1,1,0,,,0
1587809720806436865,1,2,0,0,,,1
1587808793806614528,1,1,0,1,1,1,0
1587808507696250883,0,,,,,,
1587805319690088448,1,1,1,0,,,0
1587802954496897024,1,0,0,0,,,0
1587801414650122241,1,2,0,0,,,0
1587800791599173632,1,2,0,0,,,0
1587796481469194245,1,0,0,0,,,0
1587793823798730754,1,0,0,0,,,0
1587792971214094336,1,1,1,0,,,0
1587792286515335168,1,0,0,0,,,0
1587789375353786369,1,0,0,0,,,0
1587781557674471424,1,1,0,1,1,1,0
1587779938043973632,1,0,0,0,,,0
1587770033735815169,1,0,0,0,,,0
1587764463503302656,1,0,0,0,,,0
1587763484749463552,1,0,0,0,,,0
1587762742643015680,1,0,0,0,,,0
1587760528696705026,1,0,0,0,,,0
1587755295429648384,1,0,1,0,,,0
1587748539831967744,1,1,0,0,,,0
1587747566568935425,1,0,0,0,,,0
1587744626961940482,1,0,1,0,,,0
1587741017134047233,1,1,0,1,1,1,0
1587734107189977088,1,0,0,0,,,0
1.59E+18,1,0,0,0,,,0
1587728351405301760,1,0,0,0,,,0
1587722766316601344,1,1,0,0,,,0
1587712290186727424,1,1,0,1,1,1,0
1587689557939871744,1,0,0,0,,,0
1587684265214738432,1,0,1,0,,,0
1587683098652729344,1,0,0,0,,,0
1587682957044682754,1,0,0,0,,,1
1587678542992707585,1,0,0,0,,,0
1587672352996859904,1,0,0,0,,,0
1587671802507317249,1,0,0,0,,,0
1587668427631521793,1,1,0,0,,,0
1587667976479600640,1,0,0,0,,,0
1587663362225164288,1,0,1,0,,,0
1587663296487780352,1,1,0,0,,,0
1587662898205114370,1,0,0,0,,,0
1587660101405376514,1,0,0,0,,,0
1587659548088709122,1,1,0,0,,,0
1587652980576321536,1,1,0,1,0,,0
1587652711734194177,1,1,0,1,1,1,0
1587651742531026944,1,1,0,1,0,,0
1587650433669029889,1,1,0,0,,,0
1587648937489420288,1,1,0,1,1,2,0
1587647278885797888,1,0,0,0,,,0
1587647139165130752,1,1,0,1,1,2,0
1587646955521736705,1,1,1,0,,,0
1587645352328384512,1,0,1,0,,,0
1587644990091841536,1,0,0,0,,,0
1587644456391434240,0,,,,,,
1587643842056097793,1,0,1,0,,,0
1587634446664364033,1,0,1,0,,,0
1587633139018436608,1,0,1,0,,,0
1587630828443820032,1,0,1,0,,,0
1587629850235326464,1,1,0,1,1,1,0
1587628859381673984,1,0,0,0,,,0
1587627868019826694,1,0,0,0,,,0
1587627202019229697,1,0,0,0,,,0
1587625637270892545,1,0,0,0,,,0
1587623535807037441,1,1,0,0,,,0
1587621458507100160,1,1,0,1,1,1,0
1587621086782709760,1,0,0,0,,,0
1587620645289926656,1,1,0,0,,,0
1587618669802455040,1,1,0,1,1,1,0
1587615338266791936,1,0,0,0,,,0
1587614926902030337,1,1,1,0,,,0
1587614468070313984,1,1,0,0,,,0
1587613843190124544,1,2,0,0,,,0
1587604644985212928,1,0,0,0,,,0
1587596774826717184,1,1,0,0,,,0
1587595359945195525,1,0,0,0,,,0
1587570317698170881,1,2,0,0,,,0
1587564023666855936,1,1,0,0,,,0
1587560882581966848,1,1,0,0,,,0
1587556080586231808,1,1,0,0,,,0
1587548850763567104,1,1,0,1,0,,0
1587544008003182592,1,1,0,1,0,,0
1587543692197343232,1,1,0,1,0,,0
1587500294111379459,1,1,0,1,1,1,0
1587496835995750401,1,0,0,0,,,0
1587493848275570688,1,1,0,1,1,1,0
1587490484729303040,1,1,0,1,0,,0
1587489423662645248,1,0,0,0,,,0
1587488869318017026,1,0,0,0,,,0
1587486787093417984,1,0,0,0,,,0
1587482683797639168,1,0,0,0,,,0
1587481983202267136,1,0,0,0,,,0
1587479161215455238,1,0,0,0,,,0
1587478516727271426,1,1,0,0,,,0
1587478338653724674,1,1,0,1,0,,0
1587475694438604800,1,1,0,1,1,1,0
1587471538873585664,1,0,1,1,1,1,0
1587469910451847168,1,1,0,0,,,1
1587469123620962305,1,0,1,0,,,0
1587466450503335936,1,0,1,0,,,0
1587465109772836866,1,2,1,1,0,,0
1587465080018391040,1,1,0,0,,,0
1587464088346845184,1,1,0,0,,,1
1587460756894756865,1,0,0,0,,,1
1587460367394869249,1,0,0,0,,,0
1587459434305191936,1,2,1,1,1,3,0
1587453851484971013,1,0,1,0,,,0
1587453806576402432,1,1,0,0,,,1
1587453095017062402,1,2,0,1,1,3,0
1587452651586846720,1,2,0,1,1,3,0
1587446667145617410,1,1,0,0,,,1
1587442276825190400,1,0,1,0,,,0
1587441846661550081,1,1,0,0,,,1
1587440192071180289,1,2,0,1,0,,0
1587438617965625344,1,0,0,0,,,0
1587438179568975872,1,2,1,0,,,0
1587437848281894913,1,0,1,0,,,0
1587433907154141185,1,0,0,0,,,1
1587432276886839297,1,2,1,0,,,0
1587431429398724608,1,0,0,0,,,0
1587430955912159232,1,1,0,0,,,0
1587427678877274114,1,0,0,0,,,1
1587427415650840576,1,1,0,0,,,1
1587427270100418561,1,0,0,0,,,0
1587423866682343424,1,0,0,0,,,0
1587422863472046080,1,0,1,0,,,0
1587422501302214656,1,2,0,0,,,0
1587415202231894016,1,1,1,0,,,0
1587414381331378176,1,2,1,0,,,0
1587406694484688898,0,,,,,,
1587405801764769792,1,2,0,0,,,1
1587405707615571973,1,1,1,0,,,0
1587405139731701761,1,0,0,0,,,0
1587404987830718466,1,0,0,0,,,1
1587404450355879936,1,2,0,0,,,0
1587404261562134528,1,0,1,0,,,0
1587404163847057409,1,2,0,0,,,0
1587402783967178754,1,2,0,1,1,3,0
1587402476029894658,1,2,1,0,,,0
1587401094262464517,1,2,1,1,1,1,0
1587401005737865216,1,0,1,1,1,3,0
1587398042596311043,1,0,1,1,1,3,0
1587395751696633856,1,0,0,0,,,0
1587390378365587457,1,1,0,0,,,1
1587388524944400384,1,2,1,0,,,0
1587385504332648449,1,0,0,0,,,0
1587384997593624578,1,0,0,0,,,0
1587380808599347200,1,0,0,0,,,0
1587380278145667072,1,0,0,0,,,1
1587376585807515648,1,0,0,0,,,0
1587374665882013696,1,2,0,1,1,1,0
1587373359587024896,1,2,1,1,0,,0
1587364754602876928,1,0,0,0,,,0
1587359647824236544,1,1,0,0,,,1
1587358264429522944,1,0,0,0,,,0
1587350451388706817,1,2,0,1,0,,0
1587349000042123264,1,2,1,0,,,0
1587348208748879872,1,2,1,1,0,,0
1587344998634500097,1,0,0,0,,,0
1587344443795197953,1,2,1,0,,,0
1587341285148409858,1,0,1,0,,,1
1587339371476197376,1,0,0,0,,,0
1587337874776948741,1,1,0,0,,,1
1587337635042820098,1,0,0,0,,,0
1587336682784772096,1,1,0,0,,,1
1587333634863906820,1,0,0,0,,,0
1587330869252935680,1,2,0,1,0,,0
1587327742474739712,1,0,0,0,,,0
1587321404688846848,1,0,0,0,,,0
1587321399160758272,1,0,0,0,,,0
1587319405234761728,1,1,1,0,,,0
1587317894119329799,1,0,0,0,,,0
1587315526455681025,1,1,0,0,,,0
1587314253622558720,1,2,0,1,1,1,0
1587312704355635200,1,0,0,0,,,0
1587312658369466369,1,0,0,0,,,0
1587312505881530368,1,2,0,0,,,0
1587311912794165248,1,0,1,0,,,0
1587310634328199168,1,0,0,0,,,1
1587310164230668288,1,1,1,0,,,0
1587310133742538752,1,2,1,1,0,,0
1587309054174584833,1,0,0,0,,,0
1587304320021811200,1,2,0,0,,,0
1587304136034263040,1,0,0,0,,,0
1587303862515294209,1,0,1,0,,,1
1587302955946246144,1,0,0,0,,,0
1587301308473565186,1,0,0,0,,,0
1587299949578158081,1,1,0,0,,,1
1587298781413769216,1,2,1,0,,,0
1587298583744692224,1,0,0,0,,,0
1587297082989498368,1,1,0,0,,,1
1587295908160745472,1,1,0,0,,,1
1587295458547957760,1,0,0,0,,,0
1587294491999760385,1,2,1,0,,,0
